q45,q46,q47,serial_number,date_int,stime,stimecheck,log_sheet,q1,q2,q2_1,q3,q4,q5,q6,q7,q8,q9,q10,q11a_n,q11b_n,q11c_n,q11c_n_001,q11e_n,q11f_n,q11g_n,q11h_n,q11a_b,q11b_b,q11c_b,q11e_b,q11f_b,q11g_b,q11h_b,q11a_o,q11b_o,q11c_o,q11e_o,q11f_o,q11g_o,q11h_o,q11i,q11i1,q11i2,q11i3,q11i4,q11i5,q11i6,q11i7,q11i_op,q11j,q12a_n,q12b_n,q12c_n,q12d_n,q12e_n,q12a_b,q12b_b,q12c_b,q12e_b,q12a_o,q12b_o,q12c_o,q12e_o,q12f,q13,q13_a,q13_b,q14,q14_a,q14_a1,q14_a2,q14_a3,q14_a4,q14_a5,q14_a_o,q15,q16,q17,q18_a,q_18b,q19,q20,q21,q22,q23,q23_a,q24a,q24a_1,q24b,q24b_1,q24c,q24c_1,q24c_2,q24c_21,q24c_22,q24c_23,q24c_24,q24c_25,q24c_2_o,q24c_3,q24d,q24d_1,q24d_2,q24e,q24e_1,q24f,q24f_1,q24f_2,q24g,q24g_1,q24h,q24h_1,q24i,q24i_1,q25,q25other1,q25other2,q25other3,q26_a,q26_b,q26_c,q26_d,q26_e,q26_f,q26_g,q26_h,q26_h_o,incompercent,q27_a,q27_b,q27_c,q27_d,q27_e,q27_f,q27_g,q27_h,q28a,q28b,q28c,q29,q30,q31,q32,q33,q34,q35.a,q35.b,q35.c,q35.d,q35.e,q35.f,q35.g,q35.h,q35.i,q35.j,q35.k,q36,q37.a,q37.b,q37.c,q38a,q38a1,q38a2,q38a3,q39a,q40a,q41a1,q41a2,q42a,q43a,q43a_o,q44a,q38b,q38b1,q38b1_A,q38b2,q38b2_A,q38b3,q38b3_A,q38b4,q38b4_A,q38b5,q38b5_A,q39b,q40b,q41b1,q41b2,q42b,q43b,q43b_o,q44b,q49,q49_o,q50,q50_o,q51,q52,q53,q54,q55,q56,q57,q58,end_time,end_time_check,version,id,uuid
Beqaa,Baalbeck,139,8,2021-12-07,17:46:00.000+02:00,2021-12-07T17:45:03.742+02:00,1,1,1,,1,1,8,1,35,2021-05-01,70,1,1,9,3,1,700,2,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,14,1,12,3,1,150,2,NA,NA,NA,2,NA,NA,NA,4,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,15,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,2,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,2000,NA,NA,3,1,NA,NA,3,7,2,3,3,3,2,2,2,2,2,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,4,2,0,2,1,NA,,17:54:00.000+02:00,2021-12-07T17:45:03.742+02:00,v76J56snwoiqz2qXnhejk9,239636441,659263be-fba2-464f-a33c-612740f395a4
Beqaa,Baalbeck,139,7,2021-12-07,16:20:00.000+02:00,2021-12-07T16:17:47.808+02:00,1,1,1,,1,2,9,1,70,2021-10-01,200,1,1,6,2.5,1,600,1,3,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,16,1,11,3,1,50,2,NA,NA,NA,2,NA,NA,NA,3,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,1,2,2,2,2,2,2,2000,NA,NA,3,1,NA,NA,1,7,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,2,0,2,2,1,NA,,16:39:00.000+02:00,2021-12-07T16:17:47.808+02:00,v76J56snwoiqz2qXnhejk9,239643457,e2f5c364-0bf8-451d-aafa-18491349cc9f
North_Lebanon,Minieh_Donnieh,124,8,2021-12-09,12:45:00.000+02:00,2021-12-09T12:43:29.527+02:00,1,1,1,,1,1,12,1,50,2021-12-01,36,1,1,10,5,2,999,4,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,13,1,12,5,2,999,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,3,2,NA,1,2,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,2,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,NA,NA,NA,3,1,NA,NA,3,7,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,5,1,1,2,2,NA,لا شي,13:08:00.000+02:00,2021-12-09T12:43:29.527+02:00,v76J56snwoiqz2qXnhejk9,240288325,4b68c405-ee8f-46e5-97ce-66bd6c2a3a85
Mount_Lebanon,Baabda,13,4,2021-12-09,18:29:00.000+02:00,2021-12-09T18:26:50.541+02:00,1,1,1,,1,6,12,1,85,2021-12-01,133,1,1,13,10,1,3150,1,5,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,12,10,1,150,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,7000,NA,NA,3,1,NA,NA,3,7,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,2,0,2,1,NA,لاتعليق,18:51:00.000+02:00,2021-12-09T18:26:50.541+02:00,v76J56snwoiqz2qXnhejk9,240321759,38ba298d-42fe-40fd-a764-6b2c8081a0f6
South_Lebanon,Marjaayoun,189,88,2021-12-09,14:59:00.000+02:00,2021-12-09T15:42:08.029+02:00,1,1,1,,1,1,10,1,45,2021-11-01,31,1,1,14,10,2,1224,2,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,10,1,14,10,2,90,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,2,NA,1,2,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,1500,NA,NA,4,1,NA,NA,3,7,1,3,3,3,1,3,3,3,1,1,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,0,0,2,1,NA,"حاله من حال العالم
وناطر الفرج
والوضع لورا
والعالم معش فيها تتحمل فواتير الكهربا",15:21:00.000+02:00,2021-12-09T15:42:08.028+02:00,v76J56snwoiqz2qXnhejk9,240359738,ad555f27-059a-48fe-88dc-3d7601d00ddd
North_Lebanon,Akkar,106,10,2021-12-07,16:10:00.000+02:00,2021-12-07T16:09:34.620+02:00,1,1,1,,1,1,6,1,60,2021-10-01,25,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,14,1,6,5,2,30,2,NA,NA,NA,2,NA,NA,NA,10,2,,,1,1,1,0,0,0,0,,2021-06-01,50,0,NA,NA,1,2,1,2,1,5,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,3,2,NA,2,NA,2,NA,NA,NA,60,NA,NA,NA,NA,20,20,NA,,100,3,3,3,3,3,1,3,3,6000,NA,NA,4,1,NA,NA,3,7,1,3,3,3,2,2,1,3,3,1,2,2,1,1,1,3,0,0,1,2,2,800000,NA,,3,,2,1,1,WFP,0,,0,,0,,0,,2,1,NA,55,,3,,2,1,,1,,2,2,0,0,2,1,NA,كلا,16:24:00.000+02:00,2021-12-07T16:09:34.632+02:00,v76J56snwoiqz2qXnhejk9,240360204,03ae3fba-2a31-48ba-8748-78694a25ccc9
South_Lebanon,Marjaayoun,189,92,2021-12-09,16:35:00.000+02:00,2021-12-09T17:09:28.609+02:00,1,1,1,,1,1,14,1,80,2021-11-01,24,1,1,14,10,2,680,4,5,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,8,1,12,10,2,80,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,2,NA,1,2,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,1,2,2,2,2,2,2,2,3200,NA,NA,3,1,NA,NA,3,7,1,3,3,3,1,3,3,3,1,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,0,0,2,1,NA,"الكهربا اساس الحياة
وهي لا تأتي وهذا حرمان من حقوقنا
نحنا بطلنا بشر
صرنا متل حيوانات

عم نطفي كل شي بالبيت لنخفف الفاتورة
ولوين بعد بدنا نروح",15:01:00.000+02:00,2021-12-09T17:09:28.609+02:00,v76J56snwoiqz2qXnhejk9,240363372,8c4e4a29-3572-4a9d-bab7-becfeafa87da
North_Lebanon,Akkar,106,16,2021-12-07,15:17:00.000+02:00,2021-12-07T15:16:24.595+02:00,1,1,1,,1,2,10,1,100,2021-09-01,80,1,1,2,5,2,200,4,4,4,2,NA,NA,NA,NA,NA,NA,1,3,10,500,4,4,4,,NA,NA,NA,NA,NA,NA,NA,,10,1,7,10,2,80,2,NA,NA,NA,1,6,10,100,4,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1,2,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,70,NA,NA,NA,NA,20,10,NA,,100,3,3,3,3,3,3,3,3,8000,NA,NA,3,1,NA,NA,1,7,1,3,3,1,1,1,1,3,3,1,1,4,1,1,2,3,0,0,1,2,2,400000,NA,,3,,2,2,0,,1,Walid Bin Talal,0,,0,,0,,2,2,9000000,NA,,1,,2,1,,1,,2,5,0,0,1,1,NA,يجب مساعدتنا على تحمل كلفة الفاتورة او تخفيض كلفة العداد وزيادة خدمة وساعات التغذية من كهرباء الدولة.,15:40:00.000+02:00,2021-12-07T15:16:24.089+02:00,v76J56snwoiqz2qXnhejk9,240364633,f0cae4f7-24ef-4f6b-9ce3-cf2b8b876dc5
Mount_Lebanon,Baabda,11,17,2021-12-10,14:12:00.000+02:00,2021-12-10T14:11:03.287+02:00,1,1,1,,1,2,12,1,66,2021-11-01,100,1,1,15,5,2,1200,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,6,2,NA,NA,NA,NA,2,NA,NA,NA,1,12,5,90,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,3,NA,NA,1,2,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,7000,NA,NA,2,1,NA,NA,3,7,2,2,3,3,1,1,2,3,2,1,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,1,0,2,1,NA,لا تعليق,14:33:00.000+02:00,2021-12-10T14:11:03.283+02:00,v76J56snwoiqz2qXnhejk9,240577139,fe9ca02c-c6bc-4dff-87ef-57f741371f80
South_Lebanon,Jezzine,172,35,2021-12-10,11:24:00.000+02:00,2021-12-10T11:23:42.639+02:00,1,1,1,,1,20,20,1,150,2021-11-01,150,1,1,4,10,2,417,5,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,0,1,4,10,1,100,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,1,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,3,2,2,2,2,2,2,7000,NA,NA,3,1,NA,NA,3,7,2,3,3,3,3,3,3,3,2,2,1,2,2,2,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,1,4,3,0,2,1,NA,,11:40:00.000+02:00,2021-12-10T11:23:42.639+02:00,v76J56snwoiqz2qXnhejk9,240590442,57e94c07-c098-4a7b-9729-ae67b3c2479c
Mount_Lebanon,Aley,56,11,2021-12-10,15:20:00.000+02:00,2021-12-10T15:20:03.906+02:00,1,1,1,,1,2,11,1,70,2021-11-01,110,1,1,10,5,1,1400,1,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,10,1,13,5,1,120,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,2,NA,NA,2,NA,1,3,1,1,2,NA,NA,NA,90,NA,10,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,6000,NA,NA,2,1,NA,NA,3,7,2,3,1,3,1,3,3,3,2,2,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,2,0,2,1,NA,لا شيء,15:51:00.000+02:00,2021-12-10T15:20:03.906+02:00,v76J56snwoiqz2qXnhejk9,240601493,6784baa5-3bbc-4063-982e-33f585c0b860
South_Lebanon,Bint_Jbeil,185,117,2021-12-10,13:22:00.000+02:00,2021-12-10T12:19:58.186+02:00,1,1,1,,1,2,8,1,200,2021-11-01,53,1,1,10,10,2,1350,2,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,4,1,12,10,2,250,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,5000,NA,NA,2,1,NA,NA,3,7,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,5,0,3,2,1,NA,,13:43:00.000+02:00,2021-12-10T12:19:58.197+02:00,v76J56snwoiqz2qXnhejk9,240643240,94d3200f-bad8-4b78-acff-e6e821e89639
Beqaa,Zahle,133,13,2021-12-10,10:14:00.000+02:00,2021-12-10T10:13:53.020+02:00,1,1,1,,1,2,12,1,100,2021-10-01,200,1,1,10,5,2,150,4,4,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,12,5,2,500,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,1,4,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,1,2,2,2,2,2,2,1000,NA,NA,3,3,1,3,1,7,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,1,7,2,1,NA,,10:37:00.000+02:00,2021-12-10T10:13:53.020+02:00,v76J56snwoiqz2qXnhejk9,240658773,52b0489b-787e-474f-87cb-da35a1bcc1b7
Mount_Lebanon,Metn,23,24,2021-12-12,14:50:00.000+02:00,2021-12-12T14:45:21.891+02:00,1,1,1,,1,2,12,1,90,2021-10-01,100,1,1,16,15,2,2000,1,1,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,6,1,12,15,1,150,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,1,1,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,7000,NA,NA,3,1,NA,NA,2,7,2,2,2,3,2,3,3,3,1,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,2,0,2,1,NA,لاتعليق,15:12:00.000+02:00,2021-12-12T14:45:21.892+02:00,v76J56snwoiqz2qXnhejk9,241099695,55f6d2fe-35f6-471a-8ad1-f52665a82e21
Beqaa,Zahle,129,38,2021-12-12,12:26:00.000+02:00,2021-12-12T12:25:20.533+02:00,1,1,1,,1,17,24,1,70,2021-11-01,590,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,,7,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,1,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,2,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,2300,NA,NA,3,1,NA,NA,3,7,2,1,3,3,1,1,1,3,1,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,2,0,2,2,1,NA,,12:47:00.000+02:00,2021-12-12T12:25:20.532+02:00,v76J56snwoiqz2qXnhejk9,241102660,a2493a3c-4c61-4c71-bf32-b45f2a296665
Mount_Lebanon,Aley,63,35,2021-12-12,13:51:00.000+02:00,2021-12-12T13:51:03.729+02:00,1,1,1,,1,2,12,1,70,2021-12-01,70,1,1,10,5,2,250,1,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,12,1,12,5,2,60,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,1,2,2,NA,1,2,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,3,2,2,2,2,2,2,5000,NA,NA,3,1,NA,NA,3,7,1,1,1,3,2,1,1,3,2,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,2,8,2,2,1,1,NA,لا شيء,14:24:00.000+02:00,2021-12-12T13:51:03.731+02:00,v76J56snwoiqz2qXnhejk9,241152543,c68a2c05-e559-4843-b9c3-555443f2ceec
Beqaa,Zahle,129,34,2021-12-12,12:22:00.000+02:00,2021-12-12T12:21:34.499+02:00,1,1,1,,1,17,24,1,58,2021-11-01,700,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,,7,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,1,4,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,1,1,2,NA,NA,1,2,1,2,2,NA,2,NA,NA,NA,20,NA,NA,NA,80,NA,NA,NA,,100,3,2,2,2,2,2,2,2,1300,NA,NA,3,1,NA,NA,3,7,1,1,2,1,1,1,1,3,3,1,2,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,1,1,1,1,NA,,12:43:00.000+02:00,2021-12-12T12:21:34.499+02:00,v76J56snwoiqz2qXnhejk9,241155019,14e2de5b-bedd-4c23-ad22-9d51bcaadfff
Mount_Lebanon,Metn,25,37,2021-12-13,13:18:00.000+02:00,2021-12-13T13:16:02.386+02:00,1,1,1,,1,3,8,1,27,2021-11-01,50,1,1,14,5,2,500,2,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,7,1,16,5,2,70,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,70,30,NA,NA,NA,NA,NA,NA,,100,3,3,2,2,2,2,2,2,7000,NA,NA,3,1,NA,NA,3,7,2,3,3,3,3,3,3,3,3,1,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,2,0,0,2,1,NA,لا تعليق,13:49:00.000+02:00,2021-12-13T13:16:02.391+02:00,v76J56snwoiqz2qXnhejk9,241460612,f95b790a-41fe-4b83-bccd-9aa106a88f6f
Mount_Lebanon,Baabda,12,70,2021-12-13,09:49:00.000+02:00,2021-12-13T09:45:43.664+02:00,1,1,1,,1,1,12,1,80,2021-12-01,80,1,1,13,5,1,1150,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,10,1,12,5,1,150,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,6000,NA,NA,2,1,NA,NA,3,7,1,1,3,3,1,1,1,3,2,2,1,2,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,5,0,2,2,1,NA,لا شيئ,10:20:00.000+02:00,2021-12-13T09:45:43.665+02:00,v76J56snwoiqz2qXnhejk9,241524600,9047bfcb-5617-4a82-be5e-a9a29c138576
Mount_Lebanon,Baabda,12,77,2021-12-13,11:42:00.000+02:00,2021-12-13T11:41:06.410+02:00,1,1,1,,1,1,12,1,70,2021-12-01,70,1,1,23,5,2,500,5,4,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,0,1,12,5,2,100,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,5000,NA,NA,2,2,1,3,1,7,2,2,3,3,1,1,1,1,2,2,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,5,0,3,2,1,NA,لا شيئ,12:21:00.000+02:00,2021-12-13T11:41:06.408+02:00,v76J56snwoiqz2qXnhejk9,241524626,6fcccf58-4da6-46bf-a0f3-dcc01801c60e
Mount_Lebanon,Metn,31,50,2021-12-15,11:04:00.000+02:00,2021-12-15T11:02:38.487+02:00,1,1,1,,1,1,12,1,100,2021-11-01,180,1,1,11,5,1,1300,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,12,1,12,5,1,50,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,1,1,2,2,NA,2,NA,1,1,2,NA,NA,NA,NA,80,20,NA,NA,NA,NA,NA,,100,2,2,1,2,2,2,2,2,7000,NA,NA,3,1,NA,NA,2,7,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,2,4,1,0,2,1,NA,لاتعليق,11:26:00.000+02:00,2021-12-15T11:02:38.482+02:00,v76J56snwoiqz2qXnhejk9,242242777,591ca2fb-c540-4754-b9e6-71a65e97c7b3
